Protein.Group,Protein.Names,Genes,First.Protein.Description,WT-EXP1,WT-EXP2,WT-EXP3,WT-REQ1,WT-REQ2,WT-REQ3,KO-EXP1,KO-EXP2,KO-EXP3,KO-REQ1,KO-REQ2,KO-REQ3,
Q8JZQ2,AFG32_MOUSE,Afg3l2,AFG3-like protein 2,4.97697E+07,5.10299E+07,4.78813E+07,6.61187E+07,7.49388E+07,5.52395E+07,5.00219E+07,5.22242E+07,5.09874E+07,7.47645E+07,6.89978E+07,5.43395E+07,
Q9D3U0,PUS10_MOUSE,Pus10,tRNA pseudouridine synthase Pus10,2.23712E+07,2.08567E+07,1.87129E+07,2.80477E+07,3.48021E+07,2.97392E+07,2.33734E+07,1.9885E+07,1.93217E+07,3.22294E+07,3.32857E+07,2.6437E+07,
Q80UW3,RINL_MOUSE,Rinl,Ras and Rab interactor-like protein,552151,532689,472332,914050,,601642,465600,533902,492525,1.06625E+06,824734,435543,
Q9QXK2,RAD18_MOUSE,Rad18,E3 ubiquitin-protein ligase RAD18,1.77002E+07,1.89384E+07,2.13908E+07,1.36283E+07,2.458E+07,1.96745E+07,1.86367E+07,1.67629E+07,2.06881E+07,1.36699E+07,2.05139E+07,2.28025E+07,
Q8C0D7,ING4_MOUSE,Ing4,Inhibitor of growth protein 4,6.19441E+06,7.19854E+06,5.72516E+06,4.3935E+06,,7.58574E+06,4.69664E+06,7.04845E+06,7.59316E+06,5.36538E+06,7.1034E+06,5.08947E+06,
Q3UU96,MRCKA_MOUSE,Cdc42bpa,Serine/threonine-protein kinase MRCK alpha,1.33523E+07,1.58269E+07,1.34302E+07,1.32318E+07,1.63146E+07,1.29771E+07,1.43317E+07,1.56131E+07,1.31214E+07,1.64091E+07,1.1609E+07,1.48843E+07,
Q8BGR9,UBCP1_MOUSE,Ublcp1,Ubiquitin-like domain-containing CTD phosphatase 1,1.50791E+06,1.60489E+06,2.74903E+06,4.3479E+06,1.11958E+06,6.17892E+06,1.06018E+06,2.3559E+06,2.79054E+06,7.42385E+06,1.91503E+06,1.80286E+06,
Q99NB1,ACS2L_MOUSE,Acss1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",9.25075E+06,9.08461E+06,1.44432E+07,8.11669E+06,1.19119E+07,2.98525E+07,1.45239E+07,1.1929E+07,1.53801E+07,8.26832E+06,5.62787E+06,3.86499E+07,
Q9R1Q6,T176B_MOUSE,Tmem176b,Transmembrane protein 176B,9.60033E+06,4.1286E+06,3.39922E+06,1.96581E+06,1.11311E+06,1.59906E+06,3.52306E+06,5.55554E+06,4.89141E+06,1.16755E+06,2.72757E+06,915082,
Q91X88,PMGT1_MOUSE,Pomgnt1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",2.45803E+06,2.45328E+06,2.22571E+06,,2.91307E+06,1.25596E+06,1.69672E+06,2.9923E+06,,2.80401E+06,,1.19599E+06,
Q9JK24,P2R3C_MOUSE,Ppp2r3c,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma,2.95084E+06,2.69843E+06,2.36868E+06,2.07695E+06,,2.87378E+06,1.10667E+06,2.07991E+06,3.5105E+06,1.70773E+06,2.3867E+06,3.2072E+06,
Q6PDI6,MINY2_MOUSE,Mindy2,Ubiquitin carboxyl-terminal hydrolase MINDY-2,4.64721E+06,4.86364E+06,4.66449E+06,5.55842E+06,,6.72125E+06,5.7701E+06,4.61865E+06,4.3329E+06,6.2273E+06,6.70393E+06,5.33414E+06,
Q921N6,DDX27_MOUSE,Ddx27,Probable ATP-dependent RNA helicase DDX27,1.9931E+07,1.99669E+07,1.95956E+07,1.42998E+07,1.24917E+07,1.41189E+07,1.99025E+07,2.10444E+07,1.96833E+07,1.23924E+07,1.41467E+07,1.45506E+07,
Q9D0R9,WDR89_MOUSE,Wdr89,WD repeat-containing protein 89,1.2213E+07,1.16096E+07,1.16665E+07,1.25305E+07,1.79943E+07,1.03822E+07,1.00557E+07,1.36677E+07,1.19456E+07,1.28455E+07,1.28069E+07,1.57732E+07,
Q8BH74,NU107_MOUSE,Nup107,Nuclear pore complex protein Nup107,9.7575E+07,9.25167E+07,1.00177E+08,1.32391E+08,9.32561E+07,1.14996E+08,1.03268E+08,9.24674E+07,9.06054E+07,1.196E+08,1.03345E+08,1.15123E+08,
Q62481,VPS72_MOUSE,Vps72,Vacuolar protein sorting-associated protein 72 homolog,2.71551E+07,3.23594E+07,3.52807E+07,3.10109E+07,2.61202E+07,2.11218E+07,2.69984E+07,3.13468E+07,3.54273E+07,2.0429E+07,3.42911E+07,2.24826E+07,
Q9CSN1,SNW1_MOUSE,Snw1,SNW domain-containing protein 1,2.07276E+07,2.36014E+07,2.52812E+07,2.49375E+07,2.70761E+07,2.57882E+07,2.51239E+07,2.71463E+07,2.56383E+07,2.51285E+07,2.93606E+07,2.36869E+07,
Q8CIG8,ANM5_MOUSE,Prmt5,Protein arginine N-methyltransferase 5,1.59015E+07,1.695E+07,1.54419E+07,1.35201E+07,1.67187E+07,1.3003E+07,1.47671E+07,1.47544E+07,1.44479E+07,1.44207E+07,1.37184E+07,1.48514E+07,
Q922G2,FA76A_MOUSE,Fam76a,Protein FAM76A,3.37636E+06,4.19831E+06,3.29139E+06,2.75686E+06,2.41932E+06,3.36863E+06,3.99812E+06,5.06283E+06,2.86699E+06,3.58788E+06,2.70597E+06,2.34341E+06,
Q9CQT1,MTNA_MOUSE,Mri1,Methylthioribose-1-phosphate isomerase,1.00014E+08,9.28838E+07,8.29474E+07,1.15356E+08,1.2507E+08,1.15101E+08,7.11926E+07,9.14667E+07,9.41374E+07,1.04879E+08,1.28397E+08,1.23858E+08,
Q80X41,VRK1_MOUSE,Vrk1,Serine/threonine-protein kinase VRK1,1.69263E+07,1.89604E+07,1.84118E+07,2.56367E+07,2.03094E+07,2.39221E+07,2.02318E+07,2.19868E+07,1.94947E+07,2.34508E+07,2.24917E+07,2.35921E+07,
O70333,CRIPT_MOUSE,Cript,Cysteine-rich PDZ-binding protein,8.50698E+06,9.7176E+06,5.76162E+06,9.86469E+06,1.26602E+07,2.9046E+06,7.80028E+06,7.86214E+06,4.25964E+06,8.29819E+06,1.07211E+07,7.04259E+06,
Q9R0C0,BL1S6_MOUSE,Bloc1s6,Biogenesis of lysosome-related organelles complex 1 subunit 6,3.99426E+06,4.92003E+06,5.19978E+06,5.23101E+06,,3.69154E+06,5.06861E+06,3.80258E+06,4.61301E+06,4.53017E+06,4.02862E+06,5.00725E+06,
Q6PDM2,SRSF1_MOUSE,Srsf1,Serine/arginine-rich splicing factor 1,4.4968E+07,4.39312E+07,4.30034E+07,6.1632E+07,6.25328E+07,4.92944E+07,4.33529E+07,4.83025E+07,4.11852E+07,5.7985E+07,6.04234E+07,5.59557E+07,
Q8R4Y8,RTTN_MOUSE,Rttn,Rotatin,1.31003E+07,1.52858E+07,1.52653E+07,8.27364E+06,,1.31055E+07,1.71494E+07,1.24937E+07,1.41358E+07,1.06574E+07,1.29953E+07,8.99129E+06,
Q9DAU9,ZN654_MOUSE,Znf654,Zinc finger protein 654,2.16252E+08,1.99525E+08,1.73725E+08,2.13112E+08,2.27567E+08,2.50706E+08,1.97336E+08,1.97554E+08,1.83748E+08,2.3553E+08,2.13421E+08,2.39773E+08,
Q60932,VDAC1_MOUSE,Vdac1,Voltage-dependent anion-selective channel protein 1,5.60215E+07,4.48216E+07,5.24081E+07,7.4408E+07,5.9513E+07,6.78495E+07,5.22423E+07,5.99626E+07,4.68192E+07,7.10382E+07,6.74159E+07,6.23355E+07,
Q501J2,ANKMT_MOUSE,Antkmt,Adenine nucleotide translocase lysine N-methyltransferase,2.74507E+06,3.06214E+06,3.10308E+06,2.01788E+06,3.6353E+06,2.88819E+06,2.5408E+06,3.26819E+06,3.02393E+06,3.75332E+06,2.57602E+06,2.33575E+06,
Q9D516,YJU2B_MOUSE,Yju2b,Probable splicing factor YJU2B,1.50287E+07,1.24068E+07,1.19358E+07,1.18532E+07,,1.70435E+07,1.80475E+07,1.00407E+07,1.37223E+07,1.05016E+07,1.73651E+07,1.48131E+07,
Q99J99,THTM_MOUSE,Mpst,3-mercaptopyruvate sulfurtransferase,2.90908E+07,2.46399E+07,2.57677E+07,4.27695E+07,4.651E+07,3.82115E+07,2.68137E+07,3.25461E+07,2.79962E+07,4.33957E+07,4.82807E+07,3.6616E+07,
Q80SY5,PR38B_MOUSE,Prpf38b,Pre-mRNA-splicing factor 38B,1.11723E+07,1.12422E+07,1.03614E+07,1.40622E+07,1.12596E+07,1.06601E+07,1.15558E+07,1.046E+07,1.01583E+07,1.25952E+07,1.15582E+07,1.16087E+07,
Q8VE73,CUL7_MOUSE,Cul7,Cullin-7,3.16411E+07,2.36984E+07,2.98019E+07,2.48497E+07,,2.48201E+07,2.61649E+07,2.45141E+07,2.94323E+07,1.92096E+07,1.59016E+07,4.09894E+07,
Q9CRD0,OCAD1_MOUSE,Ociad1,OCIA domain-containing protein 1,1.09614E+07,1.24114E+07,1.3869E+07,8.15448E+06,8.72802E+06,8.0436E+06,1.53792E+07,1.24489E+07,1.21284E+07,1.06207E+07,6.27914E+06,7.76708E+06,
P43274,H14_MOUSE,H1-4,Histone H1.4,6.78546E+08,6.08865E+08,5.40992E+08,5.18672E+08,9.17459E+08,6.99019E+08,5.68981E+08,5.82241E+08,4.51705E+08,6.56203E+08,6.72473E+08,8.31361E+08,
Q8K0U4,HS12A_MOUSE,Hspa12a,Heat shock 70 kDa protein 12A,2.82948E+06,3.01939E+06,2.66625E+06,2.24592E+06,,1.77752E+06,2.34721E+06,3.12553E+06,2.57647E+06,2.29759E+06,1.98165E+06,1.81168E+06,
Q8K2V6,IPO11_MOUSE,Ipo11,Importin-11,1.96034E+07,1.89097E+07,1.51911E+07,1.38465E+07,2.04874E+07,1.85675E+07,2.16143E+07,1.47201E+07,2.12403E+07,1.56025E+07,1.85815E+07,1.91501E+07,
Q8BWY9,CIP2A_MOUSE,Cip2a,Protein CIP2A,7.10473E+06,6.84618E+06,7.66728E+06,2.15471E+06,4.08573E+06,3.52673E+06,6.37199E+06,6.18321E+06,6.81911E+06,3.59825E+06,3.79228E+06,2.23511E+06,
Q68EF0,RAB3I_MOUSE,Rab3ip,Rab-3A-interacting protein,407016,416117,364597,398248,,256728,300926,419443,489950,397608,294511,306453,
Q8CFN5,MEF2C_MOUSE,Mef2c,Myocyte-specific enhancer factor 2C,184281,169503,158029,138691,,182238,182710,196730,241439,140880,118403,229791,
Q62170,SELPL_MOUSE,Selplg,P-selectin glycoprotein ligand 1,1.29036E+07,1.79547E+07,1.89049E+07,1.00708E+07,1.32539E+07,1.34322E+07,1.34967E+07,1.62019E+07,1.30454E+07,8.70727E+06,1.00856E+07,1.85909E+07,
Q3UFB2,BCD1_MOUSE,Znhit6,Box C/D snoRNA protein 1,1.18248E+07,1.00586E+07,1.13466E+07,6.36738E+06,7.75941E+06,9.2259E+06,8.13827E+06,1.03531E+07,9.01276E+06,6.52393E+06,9.09303E+06,7.94001E+06,
P06797,CATL1_MOUSE,Ctsl,Procathepsin L,1.24766E+07,1.09351E+07,9.34793E+06,1.86574E+07,1.56744E+07,1.35629E+07,9.27174E+06,8.81948E+06,7.5999E+06,1.19863E+07,2.33403E+07,1.3302E+07,
P50580,PA2G4_MOUSE,Pa2g4,Proliferation-associated protein 2G4,7.75729E+07,8.89497E+07,7.24005E+07,7.99343E+07,7.96767E+07,8.61685E+07,8.96344E+07,8.47127E+07,8.73299E+07,7.12276E+07,7.62637E+07,9.67415E+07,
Q9ERB0,SNP29_MOUSE,Snap29,Synaptosomal-associated protein 29,4.40436E+07,3.76375E+07,4.17348E+07,2.7554E+07,4.65946E+07,3.43388E+07,4.34843E+07,4.15403E+07,4.17077E+07,3.44004E+07,3.73953E+07,3.77838E+07,
Q8BIR2,ASTE1_MOUSE,Aste1,Protein asteroid homolog 1,3.79988E+06,2.38006E+06,4.10517E+06,2.51492E+06,,2.76534E+06,4.60765E+06,4.50522E+06,5.34695E+06,3.40852E+06,,1.75356E+06,
Q60943,I17RA_MOUSE,Il17ra,Interleukin-17 receptor A,1.48798E+07,1.15732E+07,1.29456E+07,1.72979E+07,1.5504E+07,1.92052E+07,1.08604E+07,1.29162E+07,1.19327E+07,1.53052E+07,1.8189E+07,1.87862E+07,
P70403,CASP_MOUSE,Cux1,Protein CASP,1.11123E+07,1.40039E+07,1.43931E+07,1.08235E+07,9.94249E+06,1.14355E+07,1.0186E+07,1.32396E+07,9.81045E+06,1.17384E+07,1.18679E+07,8.36715E+06,
P80315,TCPD_MOUSE,Cct4,T-complex protein 1 subunit delta,5.10553E+07,4.84638E+07,4.50276E+07,4.32922E+07,6.64564E+07,4.10003E+07,5.10074E+07,4.69363E+07,4.42367E+07,4.61667E+07,4.75414E+07,5.54312E+07,
P59708,SF3B6_MOUSE,Sf3b6,Splicing factor 3B subunit 6,3.76902E+07,4.58659E+07,4.5932E+07,4.39106E+07,6.13309E+07,4.95612E+07,4.81455E+07,4.06345E+07,4.49822E+07,5.02881E+07,5.0451E+07,5.30808E+07,
Q921F2,TADBP_MOUSE,Tardbp,TAR DNA-binding protein 43,7.39675E+07,7.55313E+07,8.20289E+07,7.70125E+07,1.18922E+08,7.80402E+07,6.76722E+07,8.19318E+07,7.23169E+07,9.06309E+07,9.2107E+07,8.86278E+07,
P59999,ARPC4_MOUSE,Arpc4,Actin-related protein 2/3 complex subunit 4,6.32016E+07,6.98818E+07,4.98952E+07,6.03269E+07,8.67911E+07,6.30541E+07,6.12533E+07,4.46811E+07,6.53853E+07,5.71423E+07,6.4548E+07,8.63236E+07,
Q9CQ60,6PGL_MOUSE,Pgls,6-phosphogluconolactonase,6.54832E+07,6.08134E+07,6.43538E+07,7.5517E+07,6.57283E+07,6.59977E+07,6.36207E+07,6.59587E+07,4.79089E+07,7.39208E+07,7.32544E+07,5.90278E+07,
Q9EQ28,DPOD3_MOUSE,Pold3,DNA polymerase delta subunit 3,1.81245E+07,1.90151E+07,2.08759E+07,1.68237E+07,2.17979E+07,1.81313E+07,2.14613E+07,2.3612E+07,2.32031E+07,1.77676E+07,1.36299E+07,2.60689E+07,
Q8CHG5,AREL1_MOUSE,Arel1,Apoptosis-resistant E3 ubiquitin protein ligase 1,32900.5,25789.9,27509.1,27083.1,,18653.8,31407.3,30401.4,26736.3,32275.2,19613.8,17828.1,
Q64516,GLPK_MOUSE,Gk,Glycerol kinase,1.44257E+07,1.3939E+07,1.38503E+07,2.2938E+07,1.643E+07,2.35866E+07,1.80948E+07,1.40039E+07,1.67828E+07,2.22676E+07,2.12433E+07,1.98783E+07,
P33215,NEDD1_MOUSE,Nedd1,Protein NEDD1,1.86788E+07,1.45808E+07,1.62684E+07,1.32543E+07,1.48667E+07,1.52947E+07,1.53064E+07,1.50556E+07,1.77959E+07,1.44456E+07,1.43219E+07,1.47646E+07,
Q8R3D1,TBC13_MOUSE,Tbc1d13,TBC1 domain family member 13,1.76554E+07,1.49804E+07,1.8396E+07,2.15155E+07,1.68079E+07,1.68818E+07,1.62698E+07,1.52365E+07,1.72683E+07,1.69292E+07,1.75747E+07,2.03722E+07,
Q80U78,PUM1_MOUSE,Pum1,Pumilio homolog 1,2.06917E+07,2.3833E+07,2.20033E+07,1.837E+07,1.41241E+07,1.56468E+07,2.3544E+07,2.40242E+07,2.37577E+07,1.60102E+07,1.65692E+07,1.53278E+07,
Q9Z2C4,MTMR1_MOUSE,Mtmr1,Myotubularin-related protein 1,1.04103E+07,1.13424E+07,9.16684E+06,9.41295E+06,6.70199E+06,1.39278E+07,1.04008E+07,1.02316E+07,1.29832E+07,8.12574E+06,1.07129E+07,1.16179E+07,
Q8BZ03,KPCD2_MOUSE,Prkd2,Serine/threonine-protein kinase D2,1.68426E+07,2.02593E+07,1.60323E+07,1.03668E+07,1.60363E+07,1.55089E+07,2.32155E+07,1.62803E+07,2.39331E+07,1.23145E+07,1.20619E+07,1.71157E+07,
Q9QXW9,LAT2_MOUSE,Slc7a8,Large neutral amino acids transporter small subunit 2,224822,291352,150732,301804,,202530,278457,182260,124426,277460,305619,184463,
Q91W78,USB1_MOUSE,Usb1,U6 snRNA phosphodiesterase 1,1.06283E+07,1.16954E+07,1.04871E+07,8.6299E+06,,1.52754E+07,1.24322E+07,7.79567E+06,4.3212E+06,2.0975E+07,6.4471E+06,9.39295E+06,
Q8BX02,KANK2_MOUSE,Kank2,KN motif and ankyrin repeat domain-containing protein 2,4.50821E+07,3.91893E+07,4.41058E+07,4.08351E+07,,5.57323E+07,3.93796E+07,3.92911E+07,3.49387E+07,5.13116E+07,4.19209E+07,5.31548E+07,
P47226,TES_MOUSE,Tes,Testin,4.19333E+06,4.79228E+06,3.70286E+06,5.4685E+06,4.71982E+06,4.04683E+06,4.42704E+06,4.32574E+06,5.13764E+06,4.97382E+06,5.22691E+06,3.93879E+06,
Q8K194,SNR27_MOUSE,Snrnp27,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,3.19845E+08,4.24198E+08,3.34326E+08,3.43684E+08,4.29481E+08,3.46824E+08,4.32691E+08,2.81222E+08,3.33922E+08,4.00799E+08,3.70835E+08,3.42793E+08,
Q921L3,TMCO1_MOUSE,Tmco1,Calcium load-activated calcium channel,2.41758E+07,2.52943E+07,2.73023E+07,2.37098E+07,2.43954E+07,2.11087E+07,2.11943E+07,2.2592E+07,2.08767E+07,2.00761E+07,2.77661E+07,2.1808E+07,
Q6PGH1,BUD31_MOUSE,Bud31,Protein BUD31 homolog,2.23926E+07,1.95704E+07,2.64474E+07,2.58087E+07,2.1885E+07,2.3269E+07,2.41859E+07,2.17024E+07,2.41298E+07,2.55515E+07,1.95883E+07,2.54374E+07,
Q812A2,SRGP3_MOUSE,Srgap3,SLIT-ROBO Rho GTPase-activating protein 3,3.01538E+06,2.44539E+06,,3.282E+06,,6.89696E+06,3.02777E+06,3.92521E+06,3.73021E+06,4.30852E+06,5.4352E+06,5.16943E+06,
Q9D2R6,COA3_MOUSE,Coa3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",1.49825E+07,1.45113E+07,1.93835E+07,1.08413E+07,,1.52199E+07,2.16414E+07,1.83898E+07,1.98663E+07,1.16062E+07,1.37429E+07,1.41752E+07,
P68254,1433T_MOUSE,Ywhaq,14-3-3 protein theta,1.16048E+08,1.21951E+08,1.08068E+08,1.40291E+08,8.44534E+07,1.12596E+08,1.27044E+08,1.24754E+08,1.0717E+08,1.02326E+08,1.47683E+08,8.32248E+07,
Q9ERL9,GCYA1_MOUSE,Gucy1a1,Guanylate cyclase soluble subunit alpha-1,5.63268E+06,5.99802E+06,5.18283E+06,2.53339E+06,,5.12354E+06,5.30359E+06,4.2082E+06,4.40501E+06,2.27925E+06,3.89263E+06,5.04516E+06,
P11609,CD1D1_MOUSE,Cd1d1,Antigen-presenting glycoprotein CD1d1,1.95793E+07,1.74185E+07,1.48738E+07,4.12827E+07,,3.1567E+07,1.27285E+07,1.55589E+07,1.63687E+07,3.11421E+07,4.89539E+07,2.78164E+07,
P21300,ALD1_MOUSE,Akr1b7,Aldo-keto reductase family 1 member B7,1.20064E+07,2.19372E+07,2.40062E+07,3.25294E+07,3.39517E+07,1.99484E+07,9.46979E+06,2.22983E+07,1.4539E+07,3.39673E+07,2.42422E+07,2.73475E+07,
Q9JKP7,DPOE3_MOUSE,Pole3,DNA polymerase epsilon subunit 3,2.83512E+06,3.16316E+06,3.52687E+06,2.15746E+06,3.45261E+06,3.23204E+06,3.76342E+06,3.14366E+06,5.40954E+06,2.58116E+06,3.53436E+06,2.6442E+06,
Q921H8,THIKA_MOUSE,Acaa1a,"3-ketoacyl-CoA thiolase A, peroxisomal",1.24495E+07,1.20152E+07,1.16646E+07,7.65953E+06,8.02769E+06,7.16455E+06,1.18722E+07,1.41584E+07,1.07137E+07,8.4561E+06,6.79901E+06,7.68619E+06,
Q9D6H2,IFT25_MOUSE,Ift25,Intraflagellar transport protein 25 homolog,2.08328E+07,1.90921E+07,1.58053E+07,1.34519E+07,1.81294E+07,1.50016E+07,1.57536E+07,1.50883E+07,1.72879E+07,1.53751E+07,1.79055E+07,1.29835E+07,
Q5F2E8,TAOK1_MOUSE,Taok1,Serine/threonine-protein kinase TAO1,1.05999E+07,1.0585E+07,9.1242E+06,9.15062E+06,9.39299E+06,8.49777E+06,1.2638E+07,1.07196E+07,1.05336E+07,8.39759E+06,1.11942E+07,7.24767E+06,
Q9JJF9,SPP2A_MOUSE,Sppl2a,Signal peptide peptidase-like 2A,1.09827E+07,1.16778E+07,1.22215E+07,1.75682E+07,1.3515E+07,1.33441E+07,1.53695E+07,1.28477E+07,1.05132E+07,1.13783E+07,1.94715E+07,1.4024E+07,
P62911,RL32_MOUSE,Rpl32,60S ribosomal protein L32,1.34103E+07,2.62096E+07,2.69117E+07,1.61896E+07,2.64158E+07,2.06132E+07,3.56307E+07,2.07116E+07,3.60848E+07,2.29345E+07,2.02128E+07,1.9553E+07,
Q8BJA3,HMBX1_MOUSE,Hmbox1,Homeobox-containing protein 1,1.2531E+07,1.47314E+07,1.3737E+07,2.10432E+07,,9.56433E+06,8.77547E+06,1.69773E+07,1.77431E+07,1.54641E+07,1.31136E+07,1.62533E+07,
Q7TMY4,THOC7_MOUSE,Thoc7,THO complex subunit 7 homolog,5.98294E+06,6.4229E+06,6.68047E+06,7.69914E+06,5.68492E+06,6.20555E+06,6.55522E+06,7.7063E+06,7.24999E+06,6.28718E+06,6.10811E+06,7.30862E+06,
Q9D051,ODPB_MOUSE,Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",4.24976E+07,4.57356E+07,4.34547E+07,5.17603E+07,5.57531E+07,5.32318E+07,4.89574E+07,4.45129E+07,4.75695E+07,4.92494E+07,5.48324E+07,5.70861E+07,
P14115,RL27A_MOUSE,Rpl27a,60S ribosomal protein L27a,5.52024E+07,7.59714E+07,7.39031E+07,4.41233E+07,6.13009E+07,5.32971E+07,7.79832E+07,6.50356E+07,6.68068E+07,6.11867E+07,4.94076E+07,4.9138E+07,
Q8K215,LYRM4_MOUSE,Lyrm4,LYR motif-containing protein 4,5.47225E+06,6.60696E+06,7.10904E+06,9.60091E+06,1.54014E+07,6.68698E+06,7.92858E+06,8.008E+06,6.1307E+06,1.24896E+07,1.27872E+07,5.87254E+06,
Q8BMJ2,SYLC_MOUSE,Lars1,"Leucine--tRNA ligase, cytoplasmic",4.8751E+07,4.94174E+07,4.40721E+07,4.4993E+07,5.19197E+07,4.75533E+07,5.28195E+07,4.95117E+07,5.42483E+07,4.64937E+07,5.02887E+07,4.80524E+07,
P97760,RPB3_MOUSE,Polr2c,DNA-directed RNA polymerase II subunit RPB3,1.32326E+07,1.3949E+07,1.38002E+07,1.27401E+07,1.2444E+07,1.66524E+07,1.40095E+07,1.36473E+07,1.53426E+07,1.28347E+07,1.34202E+07,1.58399E+07,
P01864,GCAB_MOUSE,,Ig gamma-2A chain C region secreted form,,479175,699382,4.41244E+06,,7.4595E+06,,568533,1.78626E+06,4.24202E+06,6.01855E+06,7.24994E+06,
Q6PAV2,HERC4_MOUSE,Herc4,Probable E3 ubiquitin-protein ligase HERC4,1.74027E+07,1.60535E+07,1.39581E+07,1.6082E+07,1.73074E+07,1.5931E+07,1.54298E+07,1.39292E+07,1.4699E+07,1.58934E+07,1.67889E+07,1.67204E+07,
Q8K157,GALM_MOUSE,Galm,Galactose mutarotase,5.92676E+06,7.01074E+06,5.99877E+06,9.08595E+06,8.66543E+06,9.10017E+06,7.2765E+06,6.1736E+06,5.81176E+06,8.06218E+06,6.33505E+06,1.21705E+07,
Q14CH7,SYAM_MOUSE,Aars2,"Alanine--tRNA ligase, mitochondrial",1.15935E+07,1.16641E+07,1.12314E+07,1.42722E+07,1.18719E+07,1.24381E+07,7.93681E+06,1.06835E+07,1.1331E+07,1.34266E+07,1.18271E+07,1.34673E+07,
P97447,FHL1_MOUSE,Fhl1,Four and a half LIM domains protein 1,7.39779E+06,5.60437E+06,5.42838E+06,9.11896E+06,1.11122E+07,1.05969E+07,6.09567E+06,5.4269E+06,5.76471E+06,5.79492E+06,5.06913E+06,1.92158E+07,
Q8R3Y5,CS047_MOUSE,,Uncharacterized protein C19orf47 homolog,1.14254E+07,8.62556E+06,1.31396E+07,8.8026E+06,,1.3536E+07,1.32589E+07,1.30814E+07,1.12607E+07,1.39283E+07,9.73096E+06,1.02969E+07,
Q8R105,VP37C_MOUSE,Vps37c,Vacuolar protein sorting-associated protein 37C,6.08893E+06,,1.68136E+07,1.38431E+07,,1.11754E+07,,1.31212E+07,5.36937E+06,9.09297E+06,1.86523E+07,9.2433E+06,
Q3UP38,EFC4B_MOUSE,Cracr2a,EF-hand calcium-binding domain-containing protein 4B,19293,20513.2,23264.8,28279.2,30128.4,24707.2,23980.2,16151.6,,24751.1,,30306.6,
O88845,AKA10_MOUSE,Akap10,"A-kinase anchor protein 10, mitochondrial",2.01646E+07,1.63106E+07,1.91832E+07,1.47046E+07,1.8337E+07,1.65228E+07,2.11428E+07,1.98697E+07,2.03677E+07,1.41676E+07,1.8245E+07,1.69097E+07,
Q8VDN2,AT1A1_MOUSE,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,3.18718E+07,3.48236E+07,3.63248E+07,3.31946E+07,4.64394E+07,3.82141E+07,3.69923E+07,3.31875E+07,3.56902E+07,4.05326E+07,4.04769E+07,3.74627E+07,
A3KGV1,ODFP2_MOUSE,Odf2,Outer dense fiber protein 2,1.57838E+07,1.50633E+07,1.40876E+07,1.81914E+07,1.55013E+07,1.28481E+07,1.55538E+07,1.43616E+07,1.35797E+07,1.72403E+07,1.3954E+07,1.50716E+07,
Q9CW03,SMC3_MOUSE,Smc3,Structural maintenance of chromosomes protein 3,3.67452E+07,3.99997E+07,4.17559E+07,4.01474E+07,5.5108E+07,4.96958E+07,4.131E+07,4.02163E+07,4.19784E+07,4.70961E+07,4.89893E+07,4.81701E+07,
Q9D0J8,PTMS_MOUSE,Ptms,Parathymosin,7.13956E+06,4.54558E+06,5.75401E+06,7.85365E+06,,1.43989E+07,9.46782E+06,5.69692E+06,7.69119E+06,5.77264E+06,7.1097E+06,2.13935E+07,
Q8C163,EXOG_MOUSE,Exog,"Nuclease EXOG, mitochondrial",1.14041E+07,1.09494E+07,1.05198E+07,1.38786E+07,1.99972E+07,1.36083E+07,1.15322E+07,1.18215E+07,1.04585E+07,1.64365E+07,1.70445E+07,1.43429E+07,
Q91YV9,PGAP4_MOUSE,Pgap4,Post-GPI attachment to proteins factor 4,1.12013E+07,1.05257E+07,1.0592E+07,7.56481E+06,,1.11708E+07,1.23277E+07,8.19146E+06,1.01268E+07,9.47918E+06,8.12565E+06,1.08198E+07,
Q9D6Z0,ALKB7_MOUSE,Alkbh7,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",6.95314E+06,5.27312E+06,4.12876E+06,5.9053E+06,,4.41714E+06,5.6032E+06,4.1985E+06,5.71185E+06,4.66552E+06,5.66556E+06,5.28331E+06,
P28667,MRP_MOUSE,Marcksl1,MARCKS-related protein,3.0347E+06,1.48478E+06,2.75479E+06,1.86458E+06,4.35652E+06,2.22378E+06,3.07429E+06,2.59531E+06,1.10704E+06,2.93119E+06,3.01008E+06,2.62437E+06,
G5E8B9,ZBT11_MOUSE,Zbtb11,Zinc finger and BTB domain-containing protein 11,2.12893E+07,2.22343E+07,2.09531E+07,1.29877E+07,2.11783E+07,1.30642E+07,1.9338E+07,1.66528E+07,2.17717E+07,1.71212E+07,1.77688E+07,1.28025E+07,
Q8C8T8,TSR2_MOUSE,Tsr2,Pre-rRNA-processing protein TSR2 homolog,299818,284500,310745,118660,447204,311222,315150,505816,313095,202240,192531,502560,
